EmpID,Name,Age,YearsAtCompany,JobSatisfaction,WorkLifeBalance,MonthlyIncome,OverTimeHours,DistanceFromHome_km,PromotionLast5Years,Attrition
EMP0342,Employee_343,47,13,Very Low,Bad,8146,5 hours,10.21,No,No
EMP0343,Employee_344,53,3,Very High,Excellent,13306,8 hours,16.014,No,No
EMP0344,Employee_345,21,5,Very Low,Excellent,5589,11 hours,16.646,No,No
EMP0345,Employee_346,51,0,High,Excellent,7310,3 hours,26.355,No,No
EMP0346,Employee_347,42,9,Very Low,Good,5241,12 hours,19.208,Yes,Yes
EMP0347,Employee_348,41,11,Very Low,Excellent,16601,11 hours,23.713,No,No
EMP0348,Employee_349,44,0,High,Bad,10711,12 hours,4.864,No,No
EMP0349,Employee_350,41,2,Very Low,Good,3938,12 hours,11.661,No,No
EMP0350,Employee_351,41,7,Very High,Excellent,7301,10 hours,19.897,Yes,No
EMP0351,Employee_352,25,7,Low,Worst,6970,5 hours,11.322,No,Yes
EMP0352,Employee_353,34,10,Low,Excellent,6999,6 hours,7.71,No,No
EMP0353,Employee_354,56,3,Very High,Excellent,6408,No OT,9.516,No,Yes
EMP0354,Employee_355,52,5,High,Good,16807,4 hours,20.874,No,No
EMP0355,Employee_356,27,14,Very Low,Bad,11962,3 hours,15.386,No,Yes
EMP0356,Employee_357,24,7,Very High,Excellent,19632,12 hours,14.338,No,Yes
EMP0357,Employee_358,58,6,Low,Good,16385,12 hours,26.252,No,No
EMP0358,Employee_359,23,10,Low,Good,8950,12 hours,23.509,Yes,No
EMP0359,Employee_360,25,6,Very High,Bad,5926,9 hours,16.316,Yes,No
EMP0360,Employee_361,51,12,Low,Good,10975,1 hours,25.463,No,Yes
EMP0361,Employee_362,49,3,Very High,Bad,9966,1 hours,11.203,No,No
EMP0362,Employee_363,54,8,Low,Worst,12133,1 hours,5.888,No,No
EMP0363,Employee_364,59,11,Very High,Excellent,9587,6 hours,29.192,No,No
EMP0364,Employee_365,35,9,Very Low,Good,8091,10 hours,12.325,No,Yes
EMP0365,Employee_366,32,5,Very Low,Worst,11985,12 hours,20.088,No,No
EMP0366,Employee_367,49,13,Very Low,Good,4561,10 hours,10.386,Yes,Yes
EMP0367,Employee_368,38,11,Very Low,Good,11644,3 hours,16.645,No,Yes
EMP0368,Employee_369,36,10,Low,Worst,17785,5 hours,7.26,No,No
EMP0369,Employee_370,38,2,High,Good,6656,6 hours,12.267,Yes,No
EMP0370,Employee_371,47,4,Very High,Good,19139,8 hours,16.419,No,No
EMP0371,Employee_372,45,4,High,Worst,3209,10 hours,26.48,No,No
EMP0372,Employee_373,56,13,Low,Good,7983,1 hours,21.981,No,No
EMP0373,Employee_374,45,4,Low,Bad,10141,9 hours,14.086,No,No
EMP0374,Employee_375,42,7,High,Good,13118,11 hours,3.904,No,No
EMP0375,Employee_376,28,8,High,Excellent,19261,12 hours,12.492,No,Yes
EMP0376,Employee_377,31,12,Low,Good,6966,8 hours,2.123,No,No
EMP0377,Employee_378,20,8,Low,Excellent,13069,10 hours,14.43,No,Yes
EMP0378,Employee_379,20,12,Very High,Excellent,11818,4 hours,15.999,No,No
EMP0379,Employee_380,53,5,Very Low,Good,13918,12 hours,24.319,No,No
EMP0380,Employee_381,51,5,Very Low,Worst,12650,5 hours,21.7,No,No
EMP0381,Employee_382,44,8,Very High,Bad,4250,5 hours,28.633,Yes,No
EMP0382,Employee_383,59,3,High,Bad,7758,10 hours,19.654,No,No
EMP0383,Employee_384,20,5,Low,Good,7363,2 hours,20.108,No,No
EMP0384,Employee_385,35,3,High,Worst,5163,10 hours,9.121,No,No
EMP0385,Employee_386,58,10,Very Low,Worst,12815,10 hours,25.055,No,Yes
EMP0386,Employee_387,24,0,Very Low,Bad,4853,9 hours,19.642,No,No
EMP0387,Employee_388,41,6,High,Worst,4868,6 hours,21.246,No,Yes
EMP0388,Employee_389,48,13,Very Low,Good,19565,12 hours,26.506,No,Yes
EMP0389,Employee_390,22,9,Low,Good,18568,6 hours,4.646,No,No
EMP0390,Employee_391,31,10,Very High,Worst,12094,7 hours,14.173,No,No
EMP0391,Employee_392,45,11,High,Good,8238,4 hours,8.025,Yes,No
EMP0392,Employee_393,35,5,Low,Excellent,10089,1 hours,13.549,No,No
EMP0393,Employee_394,56,8,Low,Bad,8280,12 hours,15.853,No,No
EMP0394,Employee_395,41,6,Very Low,Good,7244,2 hours,18.655,Yes,Yes
EMP0395,Employee_396,48,12,Low,Worst,5164,8 hours,29.388,No,No
EMP0396,Employee_397,33,6,High,Bad,18149,5 hours,9.989,No,No
EMP0397,Employee_398,47,1,Low,Good,17088,7 hours,12.326,No,No
EMP0398,Employee_399,24,11,Very High,Bad,5821,7 hours,4.463,No,No
EMP0399,Employee_400,49,10,Low,Worst,13473,4 hours,28.163,No,Yes
EMP0400,Employee_401,24,14,Low,Excellent,16686,No OT,25.992,No,No
EMP0401,Employee_402,31,8,Very High,Excellent,12762,5 hours,15.388,Yes,Yes
EMP0402,Employee_403,35,9,Low,Good,8969,6 hours,15.075,No,No
EMP0403,Employee_404,45,8,Low,Excellent,15178,8 hours,29.709,Yes,Yes
EMP0404,Employee_405,45,5,Very Low,Good,9168,1 hours,11.547,No,Yes
EMP0405,Employee_406,40,12,High,Bad,17096,11 hours,5.941,No,No
EMP0406,Employee_407,58,2,Very Low,Good,10203,12 hours,17.01,No,Yes
EMP0407,Employee_408,55,0,High,Good,6545,1 hours,1.897,No,No
EMP0408,Employee_409,52,3,Very High,Good,3863,9 hours,9.244,No,No
EMP0409,Employee_410,49,13,Very High,Excellent,19148,No OT,1.605,No,No
EMP0410,Employee_411,56,13,Very High,Good,3653,4 hours,4.677,No,No
EMP0411,Employee_412,42,2,High,Worst,11129,1 hours,5.547,No,No
EMP0412,Employee_413,29,13,High,Good,3443,2 hours,9.652,No,Yes
EMP0413,Employee_414,24,11,High,Bad,8106,1 hours,18.158,No,No
EMP0414,Employee_415,55,0,Very High,Worst,7436,10 hours,6.256,Yes,Yes
EMP0415,Employee_416,53,2,High,Bad,12472,3 hours,17.333,No,Yes
EMP0416,Employee_417,50,13,Low,Bad,6039,10 hours,22.875,No,No
EMP0417,Employee_418,29,13,Very Low,Bad,11291,2 hours,21.414,No,Yes
EMP0418,Employee_419,38,3,Very High,Worst,13278,8 hours,28.903,No,Yes
EMP0419,Employee_420,51,12,Very Low,Worst,19285,9 hours,15.73,No,No
EMP0420,Employee_421,20,12,Low,Excellent,16944,11 hours,6.156,No,No
EMP0421,Employee_422,24,14,High,Worst,5737,1 hours,6.773,No,No
EMP0422,Employee_423,23,13,Very Low,Good,4607,6 hours,24.559,No,No
EMP0423,Employee_424,35,7,Low,Bad,5953,10 hours,28.898,Yes,No
EMP0424,Employee_425,43,8,Low,Excellent,15173,2 hours,11.886,No,No
EMP0425,Employee_426,35,2,Very Low,Worst,8933,9 hours,16.93,No,No
EMP0426,Employee_427,21,5,Very High,Bad,14386,7 hours,4.518,No,Yes
EMP0427,Employee_428,47,9,Very Low,Worst,18221,3 hours,7.775,No,No
EMP0428,Employee_429,51,10,Very High,Excellent,7682,3 hours,24.99,No,No
EMP0429,Employee_430,46,14,High,Worst,17853,8 hours,6.378,No,No
EMP0430,Employee_431,39,4,Very High,Worst,14284,10 hours,14.634,No,No
EMP0431,Employee_432,43,5,High,Bad,14154,2 hours,7.673,No,No
EMP0432,Employee_433,31,3,Very Low,Good,12047,6 hours,7.444,Yes,No
EMP0433,Employee_434,54,9,High,Worst,13338,No OT,15.176,No,Yes
EMP0434,Employee_435,52,5,Low,Excellent,17323,6 hours,26.06,No,No
EMP0435,Employee_436,52,6,High,Worst,7925,9 hours,29.763,No,No
EMP0436,Employee_437,56,8,Very High,Worst,8783,10 hours,10.379,No,No
EMP0437,Employee_438,31,9,Very High,Good,15343,1 hours,4.727,No,Yes
EMP0438,Employee_439,22,6,Very High,Bad,12917,11 hours,21.38,No,No
EMP0439,Employee_440,20,5,High,Excellent,13145,5 hours,15.225,No,No
EMP0440,Employee_441,52,0,Very High,Bad,9723,12 hours,28.568,No,Yes
EMP0441,Employee_442,59,1,Very High,Bad,19568,8 hours,23.765,No,No
EMP0442,Employee_443,29,0,Low,Bad,19905,5 hours,27.285,Yes,No
EMP0443,Employee_444,48,8,High,Worst,16349,2 hours,24.196,No,No
EMP0444,Employee_445,32,9,Low,Good,4002,No OT,19.373,No,No
EMP0445,Employee_446,31,9,Very High,Worst,9266,11 hours,16.468,No,No
EMP0446,Employee_447,50,8,Very High,Excellent,14330,11 hours,29.849,No,No
EMP0447,Employee_448,21,6,Very High,Good,17980,3 hours,5.345,No,Yes
EMP0448,Employee_449,54,12,High,Bad,10017,3 hours,9.174,No,No
EMP0449,Employee_450,42,1,Very Low,Good,11585,12 hours,14.052,No,No
EMP0450,Employee_451,36,5,Very High,Excellent,19011,7 hours,29.214,No,Yes
EMP0451,Employee_452,45,10,Very High,Worst,8524,9 hours,20.098,No,Yes
EMP0452,Employee_453,27,3,Very High,Worst,8250,9 hours,8.046,No,Yes
EMP0453,Employee_454,48,0,Very High,Bad,10512,12 hours,5.186,No,No
EMP0454,Employee_455,45,0,High,Worst,3319,6 hours,17.722,Yes,No
EMP0455,Employee_456,29,11,Very Low,Worst,13416,9 hours,10.853,No,Yes
EMP0456,Employee_457,45,4,Very Low,Excellent,6600,6 hours,6.968,No,No
EMP0457,Employee_458,53,11,Very Low,Good,8279,6 hours,13.456,No,No
EMP0458,Employee_459,26,1,Very High,Worst,18494,11 hours,16.498,No,No
EMP0459,Employee_460,23,3,Very High,Excellent,15398,1 hours,8.684,Yes,No
EMP0460,Employee_461,30,0,Very Low,Excellent,3282,8 hours,24.105,No,No
EMP0461,Employee_462,48,3,Very Low,Bad,17030,5 hours,29.27,No,Yes
EMP0462,Employee_463,55,10,Very High,Excellent,18302,1 hours,16.543,No,No
EMP0463,Employee_464,44,5,Very High,Bad,8166,No OT,9.361,No,No
EMP0464,Employee_465,40,9,Low,Worst,10121,10 hours,7.505,No,No
EMP0465,Employee_466,55,3,Low,Bad,17677,No OT,7.387,No,No
EMP0466,Employee_467,29,0,Low,Excellent,19373,No OT,25.394,No,Yes
EMP0467,Employee_468,56,6,Very Low,Good,7896,3 hours,29.809,No,Yes
EMP0468,Employee_469,28,13,High,Good,19514,3 hours,12.291,No,No
EMP0469,Employee_470,43,1,Very High,Worst,4293,11 hours,13.806,Yes,Yes
EMP0470,Employee_471,54,8,Low,Worst,9957,8 hours,23.86,No,No
EMP0471,Employee_472,54,12,High,Good,19444,12 hours,20.396,No,No
EMP0472,Employee_473,55,2,Very High,Bad,12740,11 hours,24.868,Yes,No
EMP0473,Employee_474,37,7,High,Worst,15559,11 hours,3.61,Yes,Yes
EMP0474,Employee_475,58,12,Very Low,Excellent,12973,No OT,3.473,No,No
EMP0475,Employee_476,51,7,Very Low,Worst,9276,2 hours,22.639,No,No
EMP0476,Employee_477,43,2,Very Low,Bad,11152,2 hours,29.337,No,No
EMP0477,Employee_478,42,3,Low,Worst,10973,7 hours,3.688,No,No
EMP0478,Employee_479,51,1,Very High,Excellent,18333,1 hours,5.804,Yes,No
EMP0479,Employee_480,56,3,Very Low,Excellent,3037,5 hours,2.29,No,No
EMP0480,Employee_481,31,10,Low,Excellent,8990,10 hours,11.227,No,Yes
EMP0481,Employee_482,32,10,Low,Bad,8438,3 hours,25.682,Yes,No
EMP0482,Employee_483,42,10,Low,Bad,18735,12 hours,19.991,No,No
EMP0483,Employee_484,44,13,Low,Excellent,13856,9 hours,27.761,Yes,Yes
EMP0484,Employee_485,54,8,Very Low,Excellent,3473,5 hours,25.462,Yes,No
EMP0485,Employee_486,49,1,Low,Bad,3058,12 hours,19.072,No,Yes
EMP0486,Employee_487,36,11,Very Low,Bad,5636,4 hours,7.511,No,Yes
EMP0487,Employee_488,39,11,Very Low,Bad,17834,11 hours,9.197,No,Yes
EMP0488,Employee_489,44,12,Low,Good,18577,8 hours,9.714,Yes,No
EMP0489,Employee_490,41,2,Very Low,Bad,10296,8 hours,7.672,Yes,No
EMP0490,Employee_491,32,14,Very High,Excellent,15670,No OT,20.727,No,No
EMP0491,Employee_492,38,10,Very High,Good,12725,2 hours,29.471,No,No
EMP0492,Employee_493,55,10,High,Bad,5674,No OT,17.449,No,Yes
EMP0493,Employee_494,31,14,Very High,Excellent,18796,5 hours,20.794,No,No
EMP0494,Employee_495,38,3,Very Low,Worst,14065,11 hours,3.981,No,No
EMP0495,Employee_496,31,4,Very Low,Good,14026,2 hours,13.785,No,Yes
EMP0496,Employee_497,28,0,Very High,Excellent,5076,No OT,22.972,No,No
EMP0497,Employee_498,26,6,Low,Worst,7787,5 hours,15.666,No,No
EMP0498,Employee_499,47,13,Low,Excellent,10494,4 hours,3.815,Yes,Yes
EMP0499,Employee_500,33,9,Very Low,Bad,5581,11 hours,6.096,No,No
EMP0500,Employee_501,50,6,Low,Bad,18600,11 hours,14.95,No,No
EMP0501,Employee_502,38,8,High,Worst,17333,7 hours,19.401,No,No
EMP0502,Employee_503,35,3,High,Bad,13404,1 hours,7.673,Yes,No
EMP0503,Employee_504,24,13,Very High,Excellent,14166,7 hours,2.742,No,No
EMP0504,Employee_505,54,13,Very High,Worst,3932,11 hours,6.72,No,No
EMP0505,Employee_506,31,5,Low,Excellent,11748,4 hours,4.509,No,No
EMP0506,Employee_507,44,10,Very Low,Excellent,18577,7 hours,13.273,No,No
EMP0507,Employee_508,40,1,Very High,Excellent,18015,11 hours,23.77,No,No
EMP0508,Employee_509,55,11,High,Bad,19108,9 hours,4.534,No,No
EMP0509,Employee_510,42,11,Very High,Bad,4104,3 hours,15.685,No,No
EMP0510,Employee_511,35,13,Very High,Excellent,15936,3 hours,6.136,No,Yes
EMP0511,Employee_512,58,3,High,Good,12601,9 hours,6.585,No,Yes
EMP0512,Employee_513,58,1,Very Low,Excellent,6646,3 hours,28.358,No,Yes
EMP0513,Employee_514,33,9,Very High,Excellent,17960,10 hours,9.554,No,Yes
EMP0514,Employee_515,50,4,Very High,Worst,17878,5 hours,12.473,No,No
EMP0515,Employee_516,24,14,Very High,Excellent,12145,3 hours,24.542,No,Yes
EMP0516,Employee_517,54,6,Low,Bad,5802,8 hours,2.634,Yes,Yes
EMP0517,Employee_518,42,12,Very High,Worst,19365,8 hours,17.908,No,No
EMP0518,Employee_519,48,0,High,Good,9105,2 hours,22.31,No,No
EMP0519,Employee_520,30,14,Very Low,Worst,5749,6 hours,16.117,No,No
EMP0520,Employee_521,37,9,Very Low,Good,19974,11 hours,2.722,Yes,No
EMP0521,Employee_522,31,9,High,Worst,13181,4 hours,9.611,No,No
EMP0522,Employee_523,28,6,Low,Worst,4361,11 hours,24.313,No,No
EMP0523,Employee_524,29,9,High,Good,6773,8 hours,29.804,No,Yes
EMP0524,Employee_525,36,12,Very Low,Bad,16495,1 hours,23.541,No,Yes
EMP0525,Employee_526,57,5,High,Bad,5064,2 hours,4.864,No,No
EMP0526,Employee_527,26,5,Low,Bad,8616,9 hours,2.067,No,No
EMP0527,Employee_528,32,11,Very Low,Worst,10975,4 hours,26.976,Yes,No
EMP0528,Employee_529,59,7,Low,Excellent,13960,11 hours,7.438,No,Yes
EMP0529,Employee_530,28,7,High,Worst,18324,4 hours,18.803,Yes,No
EMP0530,Employee_531,46,5,Very High,Excellent,9243,9 hours,8.271,No,No
EMP0531,Employee_532,21,2,High,Excellent,12560,11 hours,12.325,Yes,No
EMP0532,Employee_533,24,4,Low,Bad,17684,6 hours,12.828,No,No
EMP0533,Employee_534,48,1,High,Excellent,11330,12 hours,15.132,No,Yes
EMP0534,Employee_535,56,14,Very High,Worst,7923,7 hours,21.386,No,No
EMP0535,Employee_536,57,13,Low,Worst,9467,7 hours,18.013,Yes,Yes
EMP0536,Employee_537,38,4,High,Bad,9076,No OT,29.992,No,No
EMP0537,Employee_538,27,13,Low,Good,11001,No OT,14.442,No,Yes
EMP0538,Employee_539,20,8,Low,Worst,18303,2 hours,2.834,No,No
EMP0539,Employee_540,41,9,Very Low,Excellent,19457,No OT,22.702,Yes,No
EMP0540,Employee_541,36,0,Very Low,Worst,11675,No OT,22.384,No,No
EMP0541,Employee_542,26,9,Low,Worst,15303,9 hours,21.515,No,No
EMP0542,Employee_543,44,4,High,Worst,18128,7 hours,16.126,Yes,No
EMP0543,Employee_544,23,11,High,Good,9659,No OT,24.113,Yes,No
EMP0544,Employee_545,55,5,High,Excellent,8246,8 hours,3.353,No,Yes
EMP0545,Employee_546,25,13,Very High,Bad,9967,1 hours,14.878,Yes,No
EMP0546,Employee_547,50,10,Low,Worst,9661,8 hours,20.439,No,No
EMP0547,Employee_548,38,6,Low,Excellent,15416,6 hours,12.132,No,Yes
EMP0548,Employee_549,58,8,Very High,Excellent,3510,8 hours,9.203,Yes,No
EMP0549,Employee_550,46,5,Low,Bad,11614,2 hours,11.322,No,No
EMP0550,Employee_551,29,4,Low,Worst,5432,No OT,12.295,No,Yes
EMP0551,Employee_552,45,11,Very High,Good,4906,No OT,27.007,No,Yes
EMP0552,Employee_553,38,6,Very Low,Excellent,18554,10 hours,4.157,No,No
EMP0553,Employee_554,58,12,Low,Bad,19448,9 hours,23.466,No,Yes
EMP0554,Employee_555,22,0,Very High,Good,7928,5 hours,23.247,Yes,No
EMP0555,Employee_556,32,10,High,Excellent,7710,6 hours,10.626,No,No
EMP0556,Employee_557,47,13,Very Low,Worst,14540,8 hours,18.34,Yes,No
EMP0557,Employee_558,39,4,High,Excellent,9124,5 hours,21.242,No,No
EMP0558,Employee_559,47,14,Low,Good,10837,4 hours,22.192,No,No
EMP0559,Employee_560,27,1,Very Low,Good,18583,1 hours,23.522,No,Yes
EMP0560,Employee_561,58,3,Very High,Worst,9109,1 hours,12.826,No,No
EMP0561,Employee_562,20,6,Low,Worst,12909,7 hours,13.095,No,No
EMP0562,Employee_563,22,4,Very High,Bad,9659,No OT,14.567,Yes,No
EMP0563,Employee_564,32,11,Very Low,Worst,4238,7 hours,25.816,No,Yes
EMP0564,Employee_565,47,5,High,Bad,18064,10 hours,8.884,No,No
EMP0565,Employee_566,44,1,Low,Good,8620,9 hours,24.425,Yes,Yes
EMP0566,Employee_567,52,2,Low,Good,4486,10 hours,2.955,No,Yes
EMP0567,Employee_568,57,6,Very High,Excellent,7681,6 hours,11.204,No,No
EMP0568,Employee_569,25,10,Very Low,Excellent,14490,6 hours,5.991,No,Yes
EMP0569,Employee_570,51,1,Very High,Bad,7470,4 hours,5.065,Yes,No
EMP0570,Employee_571,40,11,Very Low,Worst,14723,2 hours,17.067,No,Yes
EMP0571,Employee_572,35,5,Low,Worst,16888,6 hours,14.763,No,No
EMP0572,Employee_573,40,4,Very Low,Excellent,10177,6 hours,20.187,No,No
EMP0573,Employee_574,30,9,Low,Good,16201,6 hours,13.095,Yes,No
EMP0574,Employee_575,56,0,Very Low,Bad,8441,11 hours,18.408,No,No
EMP0575,Employee_576,55,11,High,Good,14719,10 hours,26.176,No,No
EMP0576,Employee_577,54,10,Very Low,Good,8397,1 hours,3.329,No,Yes
EMP0577,Employee_578,38,14,High,Worst,4621,2 hours,20.082,No,No
EMP0578,Employee_579,39,9,Very Low,Bad,7190,2 hours,22.078,No,No
EMP0579,Employee_580,37,10,Very Low,Good,8054,3 hours,16.873,Yes,No
EMP0580,Employee_581,33,3,Very High,Excellent,4130,11 hours,4.026,No,Yes
EMP0581,Employee_582,34,10,Very High,Excellent,17071,8 hours,25.231,No,No
EMP0582,Employee_583,50,1,Low,Worst,14936,9 hours,26.718,Yes,Yes
EMP0583,Employee_584,20,3,Very High,Excellent,5118,No OT,2.011,No,Yes
EMP0584,Employee_585,22,0,Very Low,Excellent,3663,11 hours,24.427,No,No
EMP0585,Employee_586,35,1,Very High,Good,18735,6 hours,6.624,Yes,Yes
EMP0586,Employee_587,42,12,Very Low,Excellent,12763,6 hours,26.679,No,No
EMP0587,Employee_588,30,7,High,Excellent,11053,10 hours,27.222,No,Yes
EMP0588,Employee_589,31,5,Very Low,Good,6845,3 hours,19.084,No,No
EMP0589,Employee_590,29,1,Low,Worst,16496,12 hours,16.229,No,Yes
EMP0590,Employee_591,51,11,High,Worst,9301,10 hours,14.244,No,No
EMP0591,Employee_592,35,14,Low,Bad,14885,No OT,17.602,No,No
EMP0592,Employee_593,27,5,Low,Excellent,19482,2 hours,12.78,Yes,No
EMP0593,Employee_594,57,9,Low,Good,5288,4 hours,25.462,No,No
EMP0594,Employee_595,31,8,Very High,Bad,10796,11 hours,26.302,Yes,No
EMP0595,Employee_596,43,6,Low,Worst,10263,1 hours,24.536,No,No
EMP0596,Employee_597,47,8,High,Worst,15777,6 hours,23.21,No,Yes
EMP0597,Employee_598,27,4,Very Low,Good,11770,9 hours,6.585,No,No
EMP0598,Employee_599,47,6,Low,Bad,10385,9 hours,17.362,No,No
EMP0599,Employee_600,55,10,High,Bad,17862,6 hours,15.105,No,No
EMP0600,Employee_601,45,14,Low,Good,11464,11 hours,25.442,No,No
EMP0601,Employee_602,27,13,Very Low,Good,7881,9 hours,18.195,No,Yes
EMP0602,Employee_603,47,6,High,Bad,19018,4 hours,15.837,No,No
EMP0603,Employee_604,47,11,High,Worst,18691,11 hours,15.393,Yes,No
EMP0604,Employee_605,56,11,Very Low,Excellent,12367,9 hours,6.456,Yes,No
EMP0605,Employee_606,55,2,High,Worst,3413,5 hours,25.061,No,No
EMP0606,Employee_607,46,6,Very Low,Good,17714,No OT,22.293,No,Yes
EMP0607,Employee_608,36,0,High,Bad,10141,3 hours,22.093,No,No
EMP0608,Employee_609,28,8,High,Bad,16182,3 hours,5.521,No,Yes
EMP0609,Employee_610,52,9,Very Low,Excellent,19225,10 hours,10.775,No,No
EMP0610,Employee_611,39,12,Very Low,Bad,4946,7 hours,15.099,No,Yes
EMP0611,Employee_612,32,5,High,Excellent,3191,1 hours,5.037,No,Yes
EMP0612,Employee_613,47,4,High,Worst,19424,No OT,10.074,No,No
EMP0613,Employee_614,48,6,Very Low,Worst,17175,6 hours,14.986,No,Yes
EMP0614,Employee_615,32,4,Very High,Bad,13051,5 hours,25.395,No,No
EMP0615,Employee_616,54,9,Very Low,Bad,8892,4 hours,17.815,Yes,No
EMP0616,Employee_617,25,4,High,Good,6449,11 hours,13.226,Yes,Yes
EMP0617,Employee_618,37,10,High,Good,11327,12 hours,25.559,No,No
EMP0618,Employee_619,24,9,High,Bad,8909,12 hours,10.139,No,No
EMP0619,Employee_620,44,10,Very Low,Bad,15393,12 hours,13.099,No,No
EMP0620,Employee_621,21,6,High,Worst,4941,7 hours,10.859,No,Yes
EMP0621,Employee_622,29,9,Very High,Bad,7221,10 hours,12.174,No,Yes
EMP0622,Employee_623,49,14,Low,Good,9543,12 hours,23.932,No,Yes
EMP0623,Employee_624,24,6,Very High,Worst,17012,1 hours,3.539,No,No
EMP0624,Employee_625,52,12,Very Low,Excellent,5121,1 hours,11.305,No,Yes
EMP0625,Employee_626,20,10,High,Good,14726,8 hours,14.199,No,Yes
EMP0626,Employee_627,37,14,Very Low,Good,8656,No OT,1.39,No,No
EMP0627,Employee_628,51,2,Low,Worst,11967,5 hours,1.082,No,No
EMP0628,Employee_629,30,2,Very Low,Excellent,18764,12 hours,18.386,No,Yes
EMP0629,Employee_630,40,9,High,Good,18873,12 hours,26.056,No,Yes
EMP0630,Employee_631,45,11,Low,Bad,14079,2 hours,9.968,No,No
EMP0631,Employee_632,44,12,Low,Good,5271,12 hours,24.78,No,Yes
EMP0632,Employee_633,41,14,High,Worst,4607,4 hours,13.281,No,No
EMP0633,Employee_634,46,2,High,Worst,18679,7 hours,16.12,No,Yes
EMP0634,Employee_635,32,5,High,Worst,19989,6 hours,10.946,Yes,No
EMP0635,Employee_636,52,11,Very Low,Good,6665,12 hours,26.824,No,No
EMP0636,Employee_637,53,14,Very High,Excellent,19308,11 hours,26.712,Yes,No
EMP0637,Employee_638,54,5,Very Low,Bad,8852,3 hours,11.891,Yes,Yes
EMP0638,Employee_639,20,12,Very Low,Worst,8462,7 hours,20.64,Yes,No
EMP0639,Employee_640,40,12,Very High,Excellent,7270,10 hours,27.111,No,Yes
EMP0640,Employee_641,25,2,High,Bad,18697,10 hours,20.628,No,No
EMP0641,Employee_642,47,2,High,Worst,6462,9 hours,7.007,No,Yes
EMP0642,Employee_643,36,7,Very High,Bad,18474,10 hours,1.522,No,No
EMP0643,Employee_644,24,7,Very High,Bad,3347,1 hours,2.694,No,No
EMP0644,Employee_645,50,6,Very Low,Excellent,19384,6 hours,19.636,No,No
EMP0645,Employee_646,24,9,Low,Bad,3062,4 hours,5.837,Yes,No
EMP0646,Employee_647,57,3,Very High,Worst,4783,10 hours,12.801,Yes,No
EMP0647,Employee_648,22,14,Very Low,Excellent,11417,5 hours,24.71,No,No
EMP0648,Employee_649,42,3,Low,Good,9566,2 hours,9.469,No,No
EMP0649,Employee_650,56,2,High,Good,13872,10 hours,17.531,No,No
EMP0650,Employee_651,56,4,High,Excellent,18318,9 hours,9.148,No,No
EMP0651,Employee_652,29,2,Very Low,Good,4234,6 hours,14.065,Yes,No
EMP0652,Employee_653,29,12,Very Low,Bad,4984,6 hours,13.706,No,No
EMP0653,Employee_654,38,7,Very High,Worst,4952,1 hours,28.161,No,No
EMP0654,Employee_655,36,6,High,Bad,6291,No OT,29.23,Yes,No
EMP0655,Employee_656,40,12,Very Low,Excellent,11548,9 hours,4.62,No,No
EMP0656,Employee_657,33,2,High,Worst,17504,1 hours,11.631,Yes,No
EMP0657,Employee_658,28,8,High,Excellent,14787,11 hours,10.131,No,No
EMP0658,Employee_659,20,11,Very High,Excellent,3968,7 hours,15.307,Yes,Yes
EMP0659,Employee_660,32,13,Low,Excellent,19625,10 hours,4.709,No,Yes
EMP0660,Employee_661,23,12,Very High,Bad,7234,9 hours,16.986,No,No
EMP0661,Employee_662,20,4,Very Low,Worst,11338,2 hours,14.915,No,No
EMP0662,Employee_663,59,8,Very High,Worst,10349,10 hours,21.721,No,No
EMP0663,Employee_664,51,6,Very High,Worst,16368,3 hours,6.094,Yes,Yes
EMP0664,Employee_665,53,14,High,Bad,18201,7 hours,10.415,No,No
EMP0665,Employee_666,47,6,Very High,Good,19070,2 hours,17.078,Yes,Yes
EMP0666,Employee_667,50,5,Very Low,Bad,11734,5 hours,16.476,Yes,No
EMP0667,Employee_668,27,1,Low,Bad,11883,1 hours,14.53,No,Yes
EMP0668,Employee_669,58,8,Very High,Excellent,4025,2 hours,8.472,No,No
EMP0669,Employee_670,45,5,Very High,Worst,15197,No OT,4.363,No,No
EMP0670,Employee_671,53,7,Low,Worst,6359,8 hours,20.407,No,No
EMP0671,Employee_672,22,0,Very Low,Good,8257,3 hours,19.201,No,No
EMP0672,Employee_673,31,4,Very Low,Good,5951,5 hours,28.948,No,Yes
EMP0673,Employee_674,20,11,Very High,Excellent,10389,6 hours,15.14,No,Yes
EMP0674,Employee_675,24,0,High,Worst,17666,1 hours,18.067,No,No
EMP0675,Employee_676,49,9,Very High,Good,17952,7 hours,22.891,No,No
EMP0676,Employee_677,49,10,Low,Good,17227,11 hours,24.115,Yes,Yes
